sender_account,receiver_account,transaction_amount,timestamp,is_fraud,tx_id
ACC001596,ACC003075,594.33,2023-03-02 06:46:31,0,TX00025072
ACC003424,ACC004243,4951.61,2023-03-02 07:04:24,0,TX00025073
ACC004612,ACC001380,274.58,2023-03-02 07:06:25,0,TX00025074
ACC000384,ACC004083,825.73,2023-03-02 07:07:31,0,TX00025075
ACC003598,ACC003251,254.74,2023-03-02 07:10:23,0,TX00025076
ACC002760,ACC001767,184.18,2023-03-02 07:16:07,0,TX00025077
ACC001712,ACC002476,204.97,2023-03-02 07:24:09,0,TX00025078
ACC002489,ACC002217,62.01,2023-03-02 07:29:01,0,TX00025079
ACC004000,ACC002514,875.6,2023-03-02 07:29:13,0,TX00025080
ACC002067,ACC004446,23.5,2023-03-02 07:41:47,0,TX00025081
ACC004850,ACC003965,30174.94,2023-03-02 07:46:32,0,TX00025082
ACC003878,ACC001835,2154.39,2023-03-02 07:51:57,0,TX00025083
ACC000370,ACC001935,1119.99,2023-03-02 07:53:47,0,TX00025084
ACC002747,ACC000422,2115.41,2023-03-02 08:00:35,0,TX00025085
ACC000643,ACC002063,4941.58,2023-03-02 08:14:00,0,TX00025086
ACC000762,ACC004623,2499.76,2023-03-02 08:19:45,0,TX00025087
ACC000655,ACC000890,200.21,2023-03-02 08:20:07,0,TX00025088
ACC004015,ACC004091,796.74,2023-03-02 08:25:21,0,TX00025089
ACC003036,ACC001364,1579.34,2023-03-02 08:40:29,0,TX00025090
ACC000569,ACC004085,585.96,2023-03-02 08:46:15,0,TX00025091
ACC003967,ACC004346,4196.98,2023-03-02 08:49:50,0,TX00025092
ACC002178,ACC002977,161.37,2023-03-02 08:58:50,0,TX00025093
ACC003578,ACC001570,272.92,2023-03-02 08:59:53,0,TX00025094
ACC001600,ACC003779,6208.23,2023-03-02 09:02:57,0,TX00025095
ACC003360,ACC003855,2203.66,2023-03-02 09:03:57,0,TX00025096
ACC001927,ACC003520,303.44,2023-03-02 09:20:36,0,TX00025097
ACC001389,ACC000754,44568.95,2023-03-02 09:31:14,0,TX00025098
ACC002788,ACC003336,1547.3,2023-03-02 09:36:33,0,TX00025099
ACC000873,ACC002576,45.94,2023-03-02 09:55:19,0,TX00025100
ACC003087,ACC003479,31.62,2023-03-02 09:57:54,0,TX00025101
ACC004428,ACC001418,295.52,2023-03-02 10:01:50,0,TX00025102
ACC004605,ACC004211,761.65,2023-03-02 10:09:41,0,TX00025103
ACC004630,ACC003211,4414.04,2023-03-02 10:11:12,0,TX00025104
ACC000838,ACC003050,191.19,2023-03-02 10:24:42,1,TX00025105
ACC001762,ACC000525,863.94,2023-03-02 10:31:56,0,TX00025106
ACC003440,ACC003635,8401.74,2023-03-02 11:01:38,0,TX00025107
ACC000913,ACC000917,5866.4,2023-03-02 11:11:24,0,TX00025108
ACC001884,ACC002888,3805.85,2023-03-02 11:13:13,0,TX00025109
ACC001286,ACC001578,232.97,2023-03-02 11:28:05,0,TX00025110
ACC003252,ACC004080,20524.09,2023-03-02 11:32:28,0,TX00025111
ACC001115,ACC004106,478.14,2023-03-02 11:37:04,0,TX00025112
ACC002441,ACC002961,2334.7,2023-03-02 11:38:54,0,TX00025113
ACC001237,ACC004656,1504.96,2023-03-02 11:40:05,0,TX00025114
ACC003705,ACC002625,462.61,2023-03-02 11:41:02,0,TX00025115
ACC002667,ACC000284,230.71,2023-03-02 11:47:59,0,TX00025116
ACC003954,ACC003840,7274.07,2023-03-02 12:00:23,0,TX00025117
ACC000404,ACC000611,291.02,2023-03-02 12:10:50,0,TX00025118
ACC001022,ACC001504,158.81,2023-03-02 12:12:20,0,TX00025119
ACC000870,ACC000768,1800.88,2023-03-02 12:15:03,0,TX00025120
ACC002177,ACC001752,474.2,2023-03-02 12:15:20,0,TX00025121
ACC001564,ACC001612,548.93,2023-03-02 12:16:04,0,TX00025122
ACC001347,ACC004257,6503.99,2023-03-02 12:19:48,0,TX00025123
ACC003439,ACC000821,5018.17,2023-03-02 12:45:17,0,TX00025124
ACC000418,ACC000210,353.04,2023-03-02 12:47:03,0,TX00025125
ACC000049,ACC000206,2568.2,2023-03-02 12:50:15,0,TX00025126
ACC001685,ACC001085,6630.84,2023-03-02 13:00:31,0,TX00025127
ACC002520,ACC002397,2544.65,2023-03-02 13:02:21,0,TX00025128
ACC003775,ACC003016,1420.71,2023-03-02 13:09:58,0,TX00025129
ACC004368,ACC002757,162.71,2023-03-02 13:12:23,0,TX00025130
ACC002500,ACC003263,316.18,2023-03-02 13:16:23,0,TX00025131
ACC001539,ACC001606,4057.41,2023-03-02 13:17:41,0,TX00025132
ACC002518,ACC003300,37681.83,2023-03-02 13:29:36,0,TX00025133
ACC003656,ACC003871,1416.57,2023-03-02 13:32:21,0,TX00025134
ACC003060,ACC002105,172.05,2023-03-02 13:37:17,0,TX00025135
ACC002257,ACC001672,4465.48,2023-03-02 13:47:40,0,TX00025136
ACC002915,ACC003224,3758.95,2023-03-02 13:52:07,0,TX00025137
ACC001762,ACC004907,192.91,2023-03-02 14:00:09,0,TX00025138
ACC000929,ACC003952,118.26,2023-03-02 14:05:14,0,TX00025139
ACC003547,ACC004732,305.58,2023-03-02 14:08:32,0,TX00025140
ACC003281,ACC003758,69.42,2023-03-02 14:18:27,0,TX00025141
ACC000410,ACC003314,1147.78,2023-03-02 14:25:04,0,TX00025142
ACC000758,ACC000310,16199.96,2023-03-02 14:27:08,0,TX00025143
ACC002140,ACC002586,977.54,2023-03-02 14:32:48,0,TX00025144
ACC001163,ACC000357,544.99,2023-03-02 14:35:11,0,TX00025145
ACC003263,ACC003133,28137.63,2023-03-02 14:46:54,0,TX00025146
ACC004523,ACC000553,2867.47,2023-03-02 14:48:26,0,TX00025147
ACC003638,ACC001736,6989.9,2023-03-02 14:51:10,0,TX00025148
ACC000231,ACC000631,61.69,2023-03-02 14:52:31,0,TX00025149
ACC002973,ACC004442,3941.66,2023-03-02 15:13:12,0,TX00025150
ACC001691,ACC003226,485.44,2023-03-02 15:23:22,0,TX00025151
ACC004650,ACC004928,2906.82,2023-03-02 15:31:26,0,TX00025152
ACC001212,ACC000190,4756.36,2023-03-02 15:36:18,0,TX00025153
ACC002950,ACC003340,8292.02,2023-03-02 15:46:53,0,TX00025154
ACC001206,ACC000216,1827.63,2023-03-02 15:46:55,0,TX00025155
ACC004593,ACC001371,327.79,2023-03-02 15:50:41,0,TX00025156
ACC002133,ACC004052,454.6,2023-03-02 15:55:33,0,TX00025157
ACC003308,ACC001392,2504.75,2023-03-02 16:05:48,0,TX00025158
ACC004572,ACC002504,1865.58,2023-03-02 16:09:21,1,TX00025159
ACC004607,ACC000249,233.87,2023-03-02 16:10:17,0,TX00025160
ACC002368,ACC002206,2720.31,2023-03-02 16:20:17,0,TX00025161
ACC000703,ACC001349,1088.39,2023-03-02 16:58:16,0,TX00025162
ACC001202,ACC004723,6090.38,2023-03-02 17:01:09,0,TX00025163
ACC002196,ACC003494,966.65,2023-03-02 17:01:34,0,TX00025164
ACC001459,ACC004018,54.82,2023-03-02 17:06:10,0,TX00025165
ACC001639,ACC002930,1393.83,2023-03-02 17:11:58,0,TX00025166
ACC004558,ACC004516,168.56,2023-03-02 17:30:02,1,TX00025167
ACC004527,ACC004087,1903.49,2023-03-02 17:32:23,0,TX00025168
ACC002597,ACC004139,818.92,2023-03-02 17:54:49,0,TX00025169
ACC001437,ACC003649,325.28,2023-03-02 18:06:54,0,TX00025170
ACC003247,ACC001033,76.61,2023-03-02 18:25:53,0,TX00025171
ACC002847,ACC000271,31.75,2023-03-02 18:39:48,0,TX00025172
ACC000183,ACC003605,540.09,2023-03-02 18:45:08,0,TX00025173
ACC000682,ACC001445,1226.69,2023-03-02 19:00:03,0,TX00025174
ACC004514,ACC003036,272.97,2023-03-02 19:17:29,0,TX00025175
ACC001915,ACC003283,529.88,2023-03-02 19:28:25,0,TX00025176
ACC000444,ACC003318,153.77,2023-03-02 19:34:04,0,TX00025177
ACC000777,ACC003717,253.23,2023-03-02 19:36:25,0,TX00025178
ACC001702,ACC004890,767.32,2023-03-02 19:41:41,1,TX00025179
ACC003761,ACC004531,3957.59,2023-03-02 19:49:57,0,TX00025180
ACC002766,ACC004002,958.96,2023-03-02 19:50:28,0,TX00025181
ACC000735,ACC002927,61.52,2023-03-02 19:54:53,0,TX00025182
ACC001107,ACC002231,2165.4,2023-03-02 19:56:13,0,TX00025183
ACC000342,ACC000453,4632.87,2023-03-02 19:58:46,0,TX00025184
ACC002148,ACC000562,2548.59,2023-03-02 20:02:19,0,TX00025185
ACC000733,ACC004333,192.78,2023-03-02 20:04:11,0,TX00025186
ACC001893,ACC003369,10.0,2023-03-02 20:16:14,0,TX00025187
ACC001897,ACC001265,44823.21,2023-03-02 20:16:31,0,TX00025188
ACC000608,ACC004684,8930.3,2023-03-02 20:21:40,0,TX00025189
ACC003652,ACC004550,228.68,2023-03-02 20:31:46,0,TX00025190
ACC000419,ACC004533,2928.86,2023-03-02 20:39:29,0,TX00025191
ACC003286,ACC001697,103.84,2023-03-02 20:55:49,0,TX00025192
ACC004381,ACC000699,1989.0,2023-03-02 21:03:32,0,TX00025193
ACC002869,ACC004990,76.75,2023-03-02 21:08:32,0,TX00025194
ACC001749,ACC002203,750.72,2023-03-02 21:19:39,0,TX00025195
ACC003264,ACC001327,106.38,2023-03-02 21:28:47,0,TX00025196
ACC002278,ACC001705,303.06,2023-03-02 21:29:27,0,TX00025197
ACC002886,ACC004731,563.72,2023-03-02 21:39:17,0,TX00025198
ACC003557,ACC004232,1838.53,2023-03-02 21:57:26,0,TX00025199
ACC003082,ACC004452,459.23,2023-03-02 22:00:26,0,TX00025200
ACC001526,ACC004183,288.06,2023-03-02 22:01:46,0,TX00025201
ACC003438,ACC004215,1330.18,2023-03-02 22:07:55,0,TX00025202
ACC001365,ACC003873,1220.65,2023-03-02 22:10:05,0,TX00025203
ACC000314,ACC003047,120.75,2023-03-02 22:33:54,0,TX00025204
ACC003057,ACC004740,2016.71,2023-03-02 22:42:54,0,TX00025205
ACC000936,ACC001032,459.21,2023-03-02 22:45:17,0,TX00025206
ACC004106,ACC004135,813.87,2023-03-02 22:54:15,0,TX00025207
ACC000129,ACC003328,32927.02,2023-03-02 22:54:50,0,TX00025208
ACC000054,ACC002844,214.66,2023-03-02 22:55:03,0,TX00025209
ACC001238,ACC002038,214.46,2023-03-02 23:19:08,0,TX00025210
ACC000885,ACC001063,59.47,2023-03-02 23:41:35,0,TX00025211
ACC002546,ACC004291,137.0,2023-03-03 00:00:50,0,TX00025212
ACC002326,ACC000463,441.23,2023-03-03 00:01:07,0,TX00025213
ACC004386,ACC001434,5100.74,2023-03-03 00:04:25,0,TX00025214
ACC000975,ACC002330,1646.05,2023-03-03 00:09:50,0,TX00025215
ACC003012,ACC000218,7475.8,2023-03-03 00:25:06,0,TX00025216
ACC000121,ACC002432,1373.76,2023-03-03 00:29:42,0,TX00025217
ACC003562,ACC001447,610.4,2023-03-03 00:37:04,0,TX00025218
ACC004274,ACC002110,5924.32,2023-03-03 00:45:23,0,TX00025219
ACC003413,ACC004207,567.92,2023-03-03 00:52:14,0,TX00025220
ACC001270,ACC003151,74.36,2023-03-03 00:53:03,0,TX00025221
ACC004616,ACC001640,2787.47,2023-03-03 01:05:05,0,TX00025222
ACC003746,ACC000769,2884.5,2023-03-03 01:17:53,0,TX00025223
ACC002987,ACC004712,3714.06,2023-03-03 01:25:23,0,TX00025224
ACC000312,ACC004274,472.39,2023-03-03 01:31:35,0,TX00025225
ACC004941,ACC003872,69.33,2023-03-03 01:37:12,0,TX00025226
ACC003177,ACC000417,206.3,2023-03-03 01:41:25,0,TX00025227
ACC000653,ACC004681,3111.38,2023-03-03 01:42:11,0,TX00025228
ACC000419,ACC000441,261.96,2023-03-03 01:43:27,0,TX00025229
ACC001404,ACC004983,969.29,2023-03-03 01:45:09,0,TX00025230
ACC004396,ACC000873,5117.46,2023-03-03 01:50:27,0,TX00025231
ACC000288,ACC003361,4497.8,2023-03-03 01:52:02,0,TX00025232
ACC004391,ACC000889,860.41,2023-03-03 01:53:43,0,TX00025233
ACC003653,ACC000156,196.88,2023-03-03 02:09:50,1,TX00025234
ACC001425,ACC004485,51.31,2023-03-03 02:16:40,0,TX00025235
ACC001181,ACC001711,629.97,2023-03-03 02:28:32,0,TX00025236
ACC004754,ACC002964,1524.23,2023-03-03 02:47:58,0,TX00025237
ACC001979,ACC000098,312.77,2023-03-03 02:53:52,0,TX00025238
ACC003717,ACC002364,294.98,2023-03-03 02:54:27,0,TX00025239
ACC001570,ACC000984,100.88,2023-03-03 03:20:30,0,TX00025240
ACC003814,ACC000826,2440.23,2023-03-03 03:29:27,0,TX00025241
ACC000080,ACC001176,6289.65,2023-03-03 03:39:01,0,TX00025242
ACC001100,ACC003578,247.53,2023-03-03 03:42:38,0,TX00025243
ACC000453,ACC004116,10.0,2023-03-03 03:51:52,0,TX00025244
ACC001709,ACC002911,16702.29,2023-03-03 03:59:52,0,TX00025245
ACC003447,ACC002429,894.76,2023-03-03 04:03:25,0,TX00025246
ACC000339,ACC004934,560.57,2023-03-03 04:03:45,0,TX00025247
ACC002546,ACC003030,176.34,2023-03-03 04:05:59,0,TX00025248
ACC000789,ACC002588,88.65,2023-03-03 04:09:16,0,TX00025249
ACC004158,ACC000360,2088.04,2023-03-03 04:11:59,0,TX00025250
ACC001334,ACC003653,1177.7,2023-03-03 04:24:34,0,TX00025251
ACC003984,ACC002118,1090.12,2023-03-03 04:32:11,0,TX00025252
ACC001267,ACC001285,5849.25,2023-03-03 04:38:01,0,TX00025253
ACC004170,ACC000409,645.23,2023-03-03 04:41:10,0,TX00025254
ACC000626,ACC000201,1340.21,2023-03-03 04:47:08,0,TX00025255
ACC000944,ACC001166,18.7,2023-03-03 05:00:33,0,TX00025256
ACC001433,ACC002782,12979.98,2023-03-03 05:09:55,0,TX00025257
ACC001004,ACC004293,1537.48,2023-03-03 05:19:41,0,TX00025258
ACC001939,ACC001504,122.46,2023-03-03 05:20:58,0,TX00025259
ACC001451,ACC004484,19773.89,2023-03-03 05:24:30,0,TX00025260
ACC000794,ACC001307,390.6,2023-03-03 05:25:22,0,TX00025261
ACC003346,ACC004188,89.23,2023-03-03 05:35:38,0,TX00025262
ACC002927,ACC000746,126.87,2023-03-03 05:43:33,0,TX00025263
ACC001654,ACC003212,1807.07,2023-03-03 05:51:59,0,TX00025264
ACC003059,ACC001343,112.11,2023-03-03 06:05:55,0,TX00025265
ACC002476,ACC000890,2550.12,2023-03-03 06:10:32,0,TX00025266
ACC001795,ACC004621,2120.63,2023-03-03 06:17:17,1,TX00025267
ACC002510,ACC004975,3864.97,2023-03-03 06:19:13,0,TX00025268
ACC001263,ACC001761,28.55,2023-03-03 06:22:10,0,TX00025269
ACC001552,ACC004409,472.15,2023-03-03 06:41:44,0,TX00025270
ACC003161,ACC000063,567.1,2023-03-03 06:49:25,0,TX00025271
ACC003952,ACC000522,153.49,2023-03-03 06:52:47,0,TX00025272
ACC003221,ACC003609,532.2,2023-03-03 06:59:00,0,TX00025273
ACC003637,ACC003783,728.4,2023-03-03 07:32:13,0,TX00025274
ACC001852,ACC003194,1385.78,2023-03-03 07:56:28,0,TX00025275
ACC001485,ACC002774,270.77,2023-03-03 08:02:59,0,TX00025276
ACC004102,ACC004590,644.99,2023-03-03 08:03:04,0,TX00025277
ACC002019,ACC002097,8446.81,2023-03-03 08:20:17,0,TX00025278
ACC000786,ACC001333,474.88,2023-03-03 08:29:22,0,TX00025279
ACC002536,ACC002122,44.81,2023-03-03 08:41:13,0,TX00025280
ACC003465,ACC001314,17.97,2023-03-03 08:57:09,0,TX00025281
ACC001020,ACC004675,18.73,2023-03-03 09:13:10,0,TX00025282
ACC003297,ACC000565,4519.0,2023-03-03 09:33:38,0,TX00025283
ACC001657,ACC004297,197.49,2023-03-03 09:42:36,0,TX00025284
ACC000357,ACC002667,940.87,2023-03-03 09:43:29,0,TX00025285
ACC000885,ACC004701,1927.87,2023-03-03 09:57:39,0,TX00025286
ACC000349,ACC000840,241.39,2023-03-03 10:09:05,0,TX00025287
ACC000145,ACC002018,851.54,2023-03-03 10:21:43,0,TX00025288
ACC000970,ACC004310,587.21,2023-03-03 10:22:43,0,TX00025289
ACC000177,ACC003853,466.11,2023-03-03 10:26:12,1,TX00025290
ACC001619,ACC001483,18.76,2023-03-03 10:31:27,0,TX00025291
ACC002469,ACC002530,150.67,2023-03-03 10:33:12,0,TX00025292
ACC000898,ACC002664,1648.08,2023-03-03 10:34:02,0,TX00025293
ACC004418,ACC000181,672.56,2023-03-03 10:40:27,0,TX00025294
ACC002266,ACC001167,34991.09,2023-03-03 10:44:29,0,TX00025295
ACC001501,ACC004731,194.5,2023-03-03 10:45:18,0,TX00025296
ACC003083,ACC000517,184.6,2023-03-03 10:47:31,0,TX00025297
ACC001385,ACC001218,519.97,2023-03-03 10:56:52,0,TX00025298
ACC000084,ACC000252,138.23,2023-03-03 11:03:47,0,TX00025299
ACC003164,ACC001853,415.69,2023-03-03 11:10:37,0,TX00025300
ACC001424,ACC002940,72.56,2023-03-03 11:15:05,0,TX00025301
ACC003473,ACC001535,92.15,2023-03-03 11:26:05,0,TX00025302
ACC001736,ACC004907,1086.97,2023-03-03 11:26:43,0,TX00025303
ACC003908,ACC001127,312.34,2023-03-03 11:27:47,0,TX00025304
ACC000826,ACC001195,557.77,2023-03-03 11:41:30,0,TX00025305
ACC002089,ACC003390,345.91,2023-03-03 11:41:52,0,TX00025306
ACC004122,ACC003720,234.64,2023-03-03 11:47:44,0,TX00025307
ACC002688,ACC002698,258.38,2023-03-03 11:58:32,0,TX00025308
ACC002440,ACC004171,1733.84,2023-03-03 11:58:38,0,TX00025309
ACC002660,ACC000021,1932.72,2023-03-03 12:01:59,0,TX00025310
ACC001449,ACC001004,1130.62,2023-03-03 12:03:08,0,TX00025311
ACC003123,ACC003365,172.32,2023-03-03 12:09:45,0,TX00025312
ACC003567,ACC000982,106.27,2023-03-03 12:14:21,0,TX00025313
ACC001297,ACC000958,192.05,2023-03-03 12:27:21,0,TX00025314
ACC001793,ACC001711,299.23,2023-03-03 12:28:28,0,TX00025315
ACC002915,ACC004326,615.89,2023-03-03 12:31:06,0,TX00025316
ACC002345,ACC001976,255.26,2023-03-03 12:47:06,0,TX00025317
ACC003342,ACC003441,223.16,2023-03-03 12:50:15,0,TX00025318
ACC001004,ACC001761,713.22,2023-03-03 12:58:58,0,TX00025319
ACC002565,ACC003348,628.66,2023-03-03 13:01:20,0,TX00025320
ACC000342,ACC001507,45.15,2023-03-03 13:07:27,0,TX00025321
ACC002924,ACC002248,691.1,2023-03-03 13:08:09,0,TX00025322
ACC001813,ACC001011,196.99,2023-03-03 13:12:43,0,TX00025323
ACC004818,ACC000664,325.37,2023-03-03 13:12:54,0,TX00025324
ACC004206,ACC004694,1111.26,2023-03-03 13:16:43,0,TX00025325
ACC003590,ACC004507,201.33,2023-03-03 13:20:54,0,TX00025326
ACC004229,ACC000519,245.26,2023-03-03 13:36:16,0,TX00025327
ACC004150,ACC002148,455.56,2023-03-03 13:39:23,0,TX00025328
ACC002992,ACC002185,476.94,2023-03-03 13:44:57,0,TX00025329
ACC001180,ACC000083,518.77,2023-03-03 14:02:00,0,TX00025330
ACC004345,ACC000576,961.71,2023-03-03 14:04:18,0,TX00025331
ACC004807,ACC000847,935.43,2023-03-03 14:11:00,0,TX00025332
ACC000855,ACC003593,3102.29,2023-03-03 14:11:34,0,TX00025333
ACC000477,ACC001011,1616.61,2023-03-03 14:14:13,0,TX00025334
ACC001733,ACC001305,12732.21,2023-03-03 14:30:47,0,TX00025335
ACC003856,ACC000208,25.51,2023-03-03 14:33:33,0,TX00025336
ACC002735,ACC001901,437.79,2023-03-03 14:36:08,0,TX00025337
ACC001800,ACC004787,1085.47,2023-03-03 14:57:11,0,TX00025338
ACC000983,ACC000543,315.43,2023-03-03 15:00:20,0,TX00025339
ACC004421,ACC001657,277.67,2023-03-03 15:07:42,0,TX00025340
ACC004752,ACC002091,23.86,2023-03-03 15:08:14,0,TX00025341
ACC000156,ACC002682,85.43,2023-03-03 15:09:27,0,TX00025342
ACC001461,ACC002299,26.26,2023-03-03 15:09:45,0,TX00025343
ACC002421,ACC001244,2623.79,2023-03-03 15:10:18,0,TX00025344
ACC003416,ACC002379,278.31,2023-03-03 15:11:01,0,TX00025345
ACC002631,ACC003507,304.24,2023-03-03 15:11:05,0,TX00025346
ACC003963,ACC004367,141.93,2023-03-03 15:14:36,0,TX00025347
ACC004945,ACC003483,197.6,2023-03-03 15:27:21,0,TX00025348
ACC002453,ACC004449,2195.2,2023-03-03 15:28:30,0,TX00025349
ACC003500,ACC002446,891.99,2023-03-03 15:32:01,0,TX00025350
ACC001156,ACC000826,3268.17,2023-03-03 15:39:09,0,TX00025351
ACC004262,ACC001139,359.56,2023-03-03 15:39:11,0,TX00025352
ACC000887,ACC003353,413.35,2023-03-03 15:50:10,0,TX00025353
ACC002850,ACC003694,1548.2,2023-03-03 16:02:31,0,TX00025354
ACC002627,ACC002751,36.59,2023-03-03 16:04:01,0,TX00025355
ACC000578,ACC000133,60.4,2023-03-03 16:08:45,0,TX00025356
ACC004812,ACC004623,4666.03,2023-03-03 16:11:27,0,TX00025357
ACC002754,ACC004234,187.38,2023-03-03 16:12:58,0,TX00025358
ACC004113,ACC003614,10.0,2023-03-03 16:21:57,0,TX00025359
ACC000342,ACC004478,3397.58,2023-03-03 16:22:55,0,TX00025360
ACC000905,ACC004381,561.62,2023-03-03 16:24:46,0,TX00025361
ACC001245,ACC001120,1005.33,2023-03-03 16:31:22,0,TX00025362
ACC002418,ACC002318,2986.07,2023-03-03 16:32:42,0,TX00025363
ACC002798,ACC001541,178.78,2023-03-03 16:43:29,0,TX00025364
ACC001188,ACC000998,397.62,2023-03-03 16:49:19,0,TX00025365
ACC002511,ACC004165,49.02,2023-03-03 16:49:19,1,TX00025366
ACC000885,ACC004380,675.08,2023-03-03 17:00:57,0,TX00025367
ACC000153,ACC002110,1573.54,2023-03-03 17:02:58,0,TX00025368
ACC004379,ACC001878,279.15,2023-03-03 17:04:08,0,TX00025369
ACC002527,ACC002820,847.19,2023-03-03 17:04:31,0,TX00025370
ACC003815,ACC001326,426.54,2023-03-03 17:28:48,0,TX00025371
ACC001513,ACC002484,11328.36,2023-03-03 17:36:45,0,TX00025372
ACC004302,ACC002909,498.51,2023-03-03 17:50:23,0,TX00025373
ACC002653,ACC003804,361.99,2023-03-03 18:01:35,0,TX00025374
ACC004913,ACC000005,5789.18,2023-03-03 18:02:39,0,TX00025375
ACC004369,ACC003010,58.28,2023-03-03 18:04:39,1,TX00025376
ACC000930,ACC000838,103.16,2023-03-03 18:06:59,0,TX00025377
ACC004297,ACC003414,114.6,2023-03-03 18:16:50,0,TX00025378
ACC002107,ACC004430,229.88,2023-03-03 18:20:39,0,TX00025379
ACC001821,ACC000973,179.68,2023-03-03 18:37:09,0,TX00025380
ACC003602,ACC001792,206.15,2023-03-03 18:46:53,0,TX00025381
ACC003702,ACC003240,56.33,2023-03-03 18:47:36,0,TX00025382
ACC001716,ACC004199,521.59,2023-03-03 18:52:29,0,TX00025383
ACC001874,ACC000572,4505.2,2023-03-03 18:58:46,0,TX00025384
ACC001428,ACC004337,7144.33,2023-03-03 19:03:26,0,TX00025385
ACC003546,ACC000733,647.43,2023-03-03 19:40:30,0,TX00025386
ACC001720,ACC002206,1189.46,2023-03-03 19:42:00,0,TX00025387
ACC004871,ACC001885,23.89,2023-03-03 19:46:49,0,TX00025388
ACC002297,ACC000136,61.41,2023-03-03 20:08:35,0,TX00025389
ACC001076,ACC003033,461.41,2023-03-03 20:09:44,0,TX00025390
ACC001562,ACC004494,46.46,2023-03-03 20:13:03,0,TX00025391
ACC004574,ACC002664,3945.44,2023-03-03 20:38:34,0,TX00025392
ACC004957,ACC001136,707.32,2023-03-03 20:38:39,0,TX00025393
ACC001664,ACC004847,9684.74,2023-03-03 20:39:32,0,TX00025394
ACC003945,ACC003142,123.75,2023-03-03 20:47:26,0,TX00025395
ACC002934,ACC003728,1355.02,2023-03-03 20:48:54,0,TX00025396
ACC000411,ACC000447,1077.06,2023-03-03 20:58:55,0,TX00025397
ACC002987,ACC000845,2383.11,2023-03-03 21:00:32,0,TX00025398
ACC000469,ACC003691,87.19,2023-03-03 21:12:17,0,TX00025399
ACC004893,ACC003336,435.76,2023-03-03 21:14:37,0,TX00025400
ACC002794,ACC002388,850.97,2023-03-03 21:17:05,0,TX00025401
ACC003179,ACC003769,3264.08,2023-03-03 21:32:30,0,TX00025402
ACC001062,ACC001279,850.88,2023-03-03 21:55:04,0,TX00025403
ACC004077,ACC000393,4469.76,2023-03-03 22:05:32,0,TX00025404
ACC004926,ACC002472,446.44,2023-03-03 22:23:21,0,TX00025405
ACC004730,ACC001623,6089.5,2023-03-03 22:29:35,0,TX00025406
ACC004894,ACC000132,38.35,2023-03-03 22:30:49,0,TX00025407
ACC004511,ACC000804,96.1,2023-03-03 22:41:22,0,TX00025408
ACC004646,ACC001461,759.09,2023-03-03 23:07:40,0,TX00025409
ACC000076,ACC000991,358.39,2023-03-03 23:11:37,0,TX00025410
ACC004240,ACC002734,1391.49,2023-03-03 23:20:13,0,TX00025411
ACC003540,ACC003362,372.55,2023-03-03 23:38:56,0,TX00025412
ACC002250,ACC001961,1346.7,2023-03-03 23:41:29,0,TX00025413
ACC001605,ACC000686,168.28,2023-03-03 23:44:53,0,TX00025414
ACC004752,ACC003823,1510.23,2023-03-03 23:57:57,0,TX00025415
ACC004790,ACC000264,440.72,2023-03-04 00:01:49,0,TX00025416
ACC000709,ACC001845,45.53,2023-03-04 00:13:27,0,TX00025417
ACC002336,ACC004222,907.61,2023-03-04 00:32:06,0,TX00025418
ACC002728,ACC002600,281.45,2023-03-04 00:36:44,0,TX00025419
ACC004462,ACC004925,297.83,2023-03-04 00:39:57,0,TX00025420
ACC001051,ACC003016,134.02,2023-03-04 00:42:54,0,TX00025421
ACC000885,ACC000688,156.67,2023-03-04 00:50:55,0,TX00025422
ACC002832,ACC000851,1440.04,2023-03-04 01:05:01,0,TX00025423
ACC000071,ACC001241,95.64,2023-03-04 01:06:42,0,TX00025424
ACC004409,ACC000367,29.87,2023-03-04 01:15:56,0,TX00025425
ACC000697,ACC001743,3213.61,2023-03-04 01:20:21,0,TX00025426
ACC004247,ACC000833,749.98,2023-03-04 01:21:41,0,TX00025427
ACC001583,ACC003274,269.69,2023-03-04 01:41:12,0,TX00025428
ACC003608,ACC002269,90.4,2023-03-04 01:46:24,0,TX00025429
ACC004919,ACC004234,66.57,2023-03-04 01:49:12,0,TX00025430
ACC004854,ACC000464,25753.02,2023-03-04 01:52:13,0,TX00025431
ACC000677,ACC000603,3113.62,2023-03-04 02:00:25,0,TX00025432
ACC002851,ACC003039,233.17,2023-03-04 02:11:30,0,TX00025433
ACC003035,ACC001410,1275.81,2023-03-04 02:43:27,0,TX00025434
ACC001489,ACC000660,1236.52,2023-03-04 02:48:31,0,TX00025435
ACC004650,ACC003654,879.26,2023-03-04 03:12:06,0,TX00025436
ACC003151,ACC001991,219.83,2023-03-04 03:19:35,0,TX00025437
ACC001168,ACC004835,428.63,2023-03-04 03:21:08,0,TX00025438
ACC000122,ACC004048,10.0,2023-03-04 03:24:21,0,TX00025439
ACC000512,ACC004966,41.94,2023-03-04 03:30:14,0,TX00025440
ACC003942,ACC002945,5197.75,2023-03-04 03:50:34,0,TX00025441
ACC002609,ACC004289,53.33,2023-03-04 03:51:50,0,TX00025442
ACC002130,ACC003311,78.63,2023-03-04 03:54:32,0,TX00025443
ACC002587,ACC001242,251.85,2023-03-04 04:03:22,0,TX00025444
